model,category,prompt_id,version,duration,time_seconds
wan_2_2_5b,plant,1,long,5s,78.2
wan_2_2_5b,plant,1,long,10s,180.35
wan_2_2_5b,plant,1,long,15s,312.34
wan_2_2_5b,plant,2,short,5s,78.31
wan_2_2_5b,plant,2,short,10s,180.74
wan_2_2_5b,plant,2,short,15s,311.81
wan_2_2_5b,plant,2,medium,5s,78.19
wan_2_2_5b,plant,2,medium,10s,180.3
wan_2_2_5b,plant,2,medium,15s,318.32
wan_2_2_5b,plant,2,long,5s,58.61
wan_2_2_5b,plant,2,long,10s,134.59
wan_2_2_5b,plant,2,long,15s,229.46
wan_2_2_5b,plant,3,short,5s,58.82
wan_2_2_5b,plant,3,short,10s,134.74
wan_2_2_5b,plant,3,short,15s,229.39
wan_2_2_5b,plant,3,medium,5s,58.94
wan_2_2_5b,plant,3,medium,10s,135.03
wan_2_2_5b,plant,3,medium,15s,229.72
wan_2_2_5b,plant,3,long,5s,58.89
wan_2_2_5b,plant,3,long,10s,134.89
wan_2_2_5b,plant,3,long,15s,229.54
wan_2_2_5b,plant,4,short,5s,58.75
wan_2_2_5b,plant,4,short,10s,134.75
wan_2_2_5b,plant,4,short,15s,229.51
wan_2_2_5b,plant,4,medium,5s,58.79
wan_2_2_5b,plant,4,medium,10s,134.71
wan_2_2_5b,plant,4,medium,15s,229.24
wan_2_2_5b,plant,4,long,5s,58.77
wan_2_2_5b,plant,4,long,10s,134.72
wan_2_2_5b,plant,4,long,15s,229.55
wan_2_2_5b,plant,5,short,5s,58.87
wan_2_2_5b,plant,5,short,10s,135.05
wan_2_2_5b,plant,5,short,15s,230.0
wan_2_2_5b,plant,5,medium,5s,58.88
wan_2_2_5b,plant,5,medium,10s,135.11
wan_2_2_5b,plant,5,medium,15s,229.96
wan_2_2_5b,plant,5,long,5s,58.92
wan_2_2_5b,plant,5,long,10s,135.03
wan_2_2_5b,plant,5,long,15s,230.05
wan_2_2_5b,scenery,1,short,5s,408.94
wan_2_2_5b,scenery,1,short,10s,205.29
wan_2_2_5b,scenery,1,short,15s,425.7
wan_2_2_5b,scenery,1,medium,5s,129.77
wan_2_2_5b,scenery,1,medium,10s,215.95
wan_2_2_5b,scenery,1,medium,15s,356.25
wan_2_2_5b,scenery,1,long,5s,80.08
wan_2_2_5b,scenery,1,long,10s,261.19
wan_2_2_5b,scenery,1,long,15s,439.21
wan_2_2_5b,scenery,2,short,5s,154.95
wan_2_2_5b,scenery,2,short,10s,310.42
wan_2_2_5b,scenery,2,short,15s,621.25
wan_2_2_5b,scenery,2,medium,5s,80.15
wan_2_2_5b,scenery,2,medium,10s,234.73
wan_2_2_5b,scenery,2,medium,15s,312.84
wan_2_2_5b,scenery,2,long,5s,78.49
wan_2_2_5b,scenery,2,long,10s,181.93
wan_2_2_5b,scenery,2,long,15s,312.63
wan_2_2_5b,scenery,3,short,5s,78.56
wan_2_2_5b,scenery,3,short,10s,182.77
wan_2_2_5b,scenery,3,short,15s,314.51
wan_2_2_5b,scenery,3,medium,5s,78.36
wan_2_2_5b,scenery,3,medium,10s,201.31
wan_2_2_5b,scenery,3,medium,15s,324.22
wan_2_2_5b,scenery,3,long,5s,79.43
wan_2_2_5b,scenery,3,long,10s,182.31
wan_2_2_5b,scenery,3,long,15s,314.61
wan_2_2_5b,scenery,4,short,5s,78.69
wan_2_2_5b,scenery,4,short,10s,181.78
wan_2_2_5b,scenery,4,short,15s,314.09
wan_2_2_5b,scenery,4,medium,5s,78.72
wan_2_2_5b,scenery,4,medium,10s,181.74
wan_2_2_5b,scenery,4,medium,15s,314.22
wan_2_2_5b,scenery,4,long,5s,78.81
wan_2_2_5b,scenery,4,long,10s,181.55
wan_2_2_5b,scenery,4,long,15s,311.62
wan_2_2_5b,scenery,5,short,5s,77.95
wan_2_2_5b,scenery,5,short,10s,180.29
wan_2_2_5b,scenery,5,short,15s,318.87
wan_2_2_5b,scenery,5,medium,5s,78.11
wan_2_2_5b,scenery,5,medium,10s,180.66
wan_2_2_5b,scenery,5,medium,15s,312.09
wan_2_2_5b,scenery,5,long,5s,78.11
wan_2_2_5b,scenery,5,long,10s,180.2
wan_2_2_5b,scenery,5,long,15s,395.87
wan_2_2_5b,vehicle,1,short,5s,58.68
wan_2_2_5b,vehicle,1,short,10s,134.81
wan_2_2_5b,vehicle,1,short,15s,229.91
wan_2_2_5b,vehicle,1,medium,5s,58.84
wan_2_2_5b,vehicle,1,medium,10s,134.76
wan_2_2_5b,vehicle,1,medium,15s,229.8
wan_2_2_5b,vehicle,1,long,5s,58.77
wan_2_2_5b,vehicle,1,long,10s,134.65
wan_2_2_5b,vehicle,1,long,15s,229.37
wan_2_2_5b,vehicle,2,short,5s,58.85
wan_2_2_5b,vehicle,2,short,10s,134.83
wan_2_2_5b,vehicle,2,short,15s,229.44
wan_2_2_5b,vehicle,2,medium,5s,58.82
wan_2_2_5b,vehicle,2,medium,10s,135.71
wan_2_2_5b,vehicle,2,medium,15s,229.14
wan_2_2_5b,vehicle,2,long,5s,58.79
wan_2_2_5b,vehicle,2,long,10s,134.87
wan_2_2_5b,vehicle,2,long,15s,229.51
wan_2_2_5b,vehicle,3,short,5s,58.85
wan_2_2_5b,vehicle,3,short,10s,134.78
wan_2_2_5b,vehicle,3,short,15s,229.8
wan_2_2_5b,vehicle,3,medium,5s,58.98
wan_2_2_5b,vehicle,3,medium,10s,135.23
wan_2_2_5b,vehicle,3,medium,15s,230.06
wan_2_2_5b,vehicle,3,long,5s,58.99
wan_2_2_5b,vehicle,3,long,10s,134.98
wan_2_2_5b,vehicle,3,long,15s,229.93
wan_2_2_5b,vehicle,4,short,5s,58.78
wan_2_2_5b,vehicle,4,short,10s,134.8
wan_2_2_5b,vehicle,4,short,15s,229.31
wan_2_2_5b,vehicle,4,medium,5s,58.79
wan_2_2_5b,vehicle,4,medium,10s,134.95
wan_2_2_5b,vehicle,4,medium,15s,229.35
wan_2_2_5b,vehicle,4,long,5s,58.73
wan_2_2_5b,vehicle,4,long,10s,134.58
wan_2_2_5b,vehicle,4,long,15s,229.33
wan_2_2_5b,vehicle,5,short,5s,58.67
wan_2_2_5b,vehicle,5,short,10s,134.56
wan_2_2_5b,vehicle,5,short,15s,229.26
wan_2_2_5b,vehicle,5,medium,5s,58.76
wan_2_2_5b,vehicle,5,medium,10s,134.67
wan_2_2_5b,vehicle,5,medium,15s,229.19
wan_2_2_5b,vehicle,5,long,5s,58.78
wan_2_2_5b,vehicle,5,long,10s,134.7
wan_2_2_5b,vehicle,5,long,15s,229.42
